person_id,activity,interest,early_joined,joined_later,contact_ids
300,1.727350214164185,0.053481626821900219,0,1,4|41|283|347|533|871
301,-1.5338614049161376,-2.0844021549884744,0,0,26|139|170|580|617|639|733|928|947
302,0.86382801369818829,0.61427043835706396,1,,10|199|217|580|634
303,-0.32852522312289389,0.75385506993368223,0,1,4|53|54|382|415|626|747
304,-0.061324345828847299,-0.25110258803691249,0,1,8|106|279|346|358|403|517|562|731|853|899
305,-1.052898510703949,-2.4807085099845416,0,0,1|6|87|391|442|469|924
306,-0.33445617235587666,-0.99641862600238962,1,,33|77|263|340|442|467|597
307,1.3000445946989585,1.2329019341026966,0,1,30|209|272|373|816
308,0.58265524198770702,-2.7779942807285725,0,0,8|104|267
309,1.7323116054099441,-0.34752341219351923,0,1,74|132|156|637|751
310,1.1774118889776937,-1.180000778467259,0,1,5|138|296|576|641|738|815|908
311,0.4390866789295762,0.80457030158483656,0,0,23|85|203|464|566|910
312,1.7439345261677921,-0.67511395214346137,0,0,23|193|214|437|475|480|509|930
313,0.43899315873829875,0.40395402073561154,1,,36|136|255|375|791
314,0.82798817679705894,0.56546041916909306,0,1,6|73|216|367|383|405|500|542|698|779
315,-0.29657095353470836,1.83622583973002,1,,6|30|64|466|520
316,0.066545815859204827,-0.20294194367537022,0,0,30|56|84|400|534|682|697|885|972
317,-0.69742382330027686,0.37604436962261134,0,0,4|6|28|400
318,0.98958393459485305,-1.485055479127436,1,,3|7|46|570|639|868|946|997
319,-1.1783036231148656,1.190413563293744,0,1,156|205|209|432|556|966|977|986
320,0.78235034241766133,-0.76050884807136465,0,0,8|10|34|401|819
321,-0.19065105750515945,-0.56075416408774559,0,1,25|37|93|327
322,1.1712470934673194,-0.022247794849210738,0,1,99|198|242|422|893|896
323,0.75086898873125985,-1.5628843453398495,0,1,22|157|237|348|385|475|676|985
324,1.8206461576468016,0.228770028928938,0,1,6|7|82|337|429|440|559|616|845|892
325,0.73077469113864479,0.96746627292501075,0,0,34|77|271|378|651|848
326,-1.5720402556532407,0.29293382349729158,0,0,12|117|228|484
327,-0.066953172898200838,-1.5888975641787251,0,0,70|98|321|574|663
328,-1.1720071925948159,-0.12380929432965958,0,0,36|79|188
329,-0.51827984236627467,0.74202890297949065,0,0,53|136|160|468|818|924|987
330,1.5112284332767216,-1.8779887659659078,0,0,51|93|156
331,0.63753381089769601,-1.074766013817714,1,,5|14|59|421|765|889
332,-0.69893042857874632,0.87654360408151999,0,1,81|107|273|406
333,-1.0137173664403989,0.27009543419728654,0,1,22|60|258|360|374|793
334,0.032782092876260792,0.41197158212675383,0,1,6|101|152|516|605|912
335,-1.2165601493811278,1.8594948076233115,1,,22|73|162
336,-0.67114027739658111,0.46855277850620258,0,1,45|106|241
337,0.31200947155124387,0.65788801043317935,0,0,95|173|324|469
338,1.1553120361066962,2.7107455272183261,0,1,46|70|171|348|936
339,0.60876147222443977,-0.2138045580904907,0,0,7|16|33|805
340,-2.2912895085981,-0.79788276361849508,0,0,7|253|306|857|885
341,0.3043667290302598,0.42779639824713273,1,,4|26|152|759|844
342,0.072033573232577919,0.43899102938889489,0,0,4|11|42|399|528|723
343,0.41389028537269307,-0.5267153919462082,0,1,5|8|117|715
344,1.6162096816512073,-1.0323970195548475,0,0,6|12|296|531
345,-2.0632382768047428,2.309844422090078,0,0,7|10|186|381|420|643
346,-0.59110342519110559,0.32684347038802292,0,0,6|122|304|464
347,0.59090632279335464,-0.73228538140207566,0,1,126|192|300|960
348,-1.5815943994539423,0.9159303022795986,0,0,3|323|338|691
349,1.4759490480535089,-0.1091451515613345,0,1,230|240|281|369|371|419|581|608|674
350,0.36835661270065839,-0.25288144631783127,1,,4|7|112
351,0.846583985843404,0.56227287191449327,0,0,10|26|81
352,-0.57094366152179454,-1.2918822682316899,0,0,16|191|199|518|556
353,0.81376368996621051,0.35262720391717239,0,1,34|217|255
354,1.0684715559890383,1.9129548077317522,0,1,25|115|223|666
355,0.23287802013716835,0.46617766219731077,0,0,2|115|278
356,0.23440089269869593,-0.37621210378346448,0,1,7|10|156|357
357,0.27034323928172588,-0.50710528042824199,0,0,129|249|356
358,-0.86334526473938167,-0.41033997334510935,1,,4|117|304|466|584|590
359,-0.14752868024035293,-0.25396267804778105,0,1,22|99|141|581|873
360,-0.15252253245235881,-0.37780653275827197,0,1,199|217|333|543|581
361,0.3833938643534951,0.91631144107456675,0,0,22|71|85
362,0.99982424691029459,-1.7332091032089831,0,0,6|56|208|521|554
363,-1.0585360819784093,0.86200005041213401,0,0,35|66|281|804|817
364,-0.12500903031957764,-0.37968652514256113,1,,3|5|56
365,1.4814555476589732,0.37694778569537224,0,1,7|84|117|396|791
366,-0.74358822881256414,-1.1269879102008638,1,,107|189|286|530|774
367,-0.82225001729032032,1.3286310668494361,0,1,6|271|314|622|846|960
368,0.20230619183119358,1.245634960171873,0,1,8|101|264|665|996
369,0.84438519048532013,0.95959052575007364,0,1,3|50|349|436|916
370,0.011426055560659331,-1.5147547757935393,0,0,9|91|191|373|974
371,1.3289605904369892,0.82912107106605282,0,1,4|95|349|438|455|594|905
372,0.85679398256652683,0.40485508763570888,0,1,48|173|206
373,0.84182006689006184,-1.6052712471325676,0,0,5|307|370|375|816|988
374,0.55411650132409329,-0.02429738377081549,1,,229|238|333|444
375,2.327653100346085,0.36453448903326252,0,0,260|313|373|685|835|970
376,-0.20516168886604419,0.55607527382315081,0,0,56|131|222
377,-2.0035222920665139,0.17726136694885572,0,1,5|47|113|656|686|705|741|982
378,1.604254361517141,0.29123141684737969,0,1,32|134|325|900
379,-0.45769943095682564,1.4736113922530956,1,,25|106|266
380,0.10788044434303304,1.2260339099106798,0,0,26|45|152
381,1.3095506848605269,-2.8670549537827434,0,0,71|229|345|633
382,-1.6022595410589253,-0.31743855483768202,0,1,8|56|303|487|496|536
383,-1.2516472141061394,-0.16465102754395128,0,1,6|93|314|588|714|805
384,-1.6012779371188537,-1.7520985727269711,0,0,0|47|282|596|775
385,-0.79413629002542385,0.09418305823231217,0,0,33|183|323|498|975
386,0.43963660601699356,1.2487577724105066,0,1,54|57|58
387,0.52418784281277098,-1.0865678595905903,0,1,6|34|117|557
388,0.27627417932855375,0.33640093868987231,0,0,27|206|241
389,-1.4127658838923665,-0.91582347729643776,0,0,9|41|49|505|694
390,-2.3101034366326441,-0.67191202367967684,1,,9|50|64|739|879|942
391,0.054353585390382264,1.4773936341700351,0,0,1|71|305|832
392,-0.47177603363833576,-0.54255782011182496,0,1,22|116|133|669|719|825|904|951
393,0.45938577171661177,0.46221248901062467,0,0,4|7|22|692
394,0.70195362622127011,-1.8712181160609871,0,0,81|247|258|497|710|736|875
395,0.13824143205868192,1.8623175613948801,1,,9|34|169|666|809|813
396,0.76013308537585378,0.60265244630649895,0,0,41|238|365
397,0.22921137411506842,-0.18249984265026167,0,0,3|122|125|493|807|895
398,0.53006470560146668,0.57554650999989476,0,1,22|56|74|415|557|748|846|962
399,-0.70467326286988241,-1.4098194289478103,0,1,100|161|342|812
400,-0.17961141383145854,1.1825307417526572,0,0,45|316|317|592
401,0.19677609665695725,-0.32398477549643018,0,1,7|46|320
402,0.8205284754174188,-0.20406951504843471,0,0,6|56|110|473|734|873
403,-0.39374117222457211,-0.49165561496548443,0,0,10|238|304|438|688|896
404,0.52116725573211264,-0.58065140274558469,0,0,19|173|292|458
405,-0.26583879191537901,0.6946706116284086,0,0,18|138|314|838|852
406,-0.11754216732813036,0.25590685010422287,0,0,75|265|332|564|701
407,0.82951904202407301,0.65174814140303994,0,0,6|7|164|521|811
408,-1.9930603710541559,-0.0087946894855714525,0,0,26|169|204|569
409,-1.296472328074761,0.51319981107718105,0,1,17|78|204|454
410,-1.4821853974428207,-0.41884874392503835,0,0,5|8|41|448|474|613|806
411,-2.3336161198483047,2.2297318414095484,0,1,3|42|148|785|980
412,-0.67826444015517673,-1.5679304164304986,0,1,94|152|243|491|723|964
413,0.74943389972774044,1.2609373235629844,0,1,1|51|132|908
414,-0.28488406638257474,1.3679074507209708,0,1,4|29|213
415,0.19779008194185213,-0.85215880596559379,1,,25|303|398|630
416,1.0892174967107926,2.2292736105559734,1,,64|92|219|920
417,1.3276861322676916,0.99549028294531816,0,1,50|95|286
418,-0.069137934726139549,0.97113900682291154,0,1,6|20|122|500|657|814
419,1.3535858895693973,0.028022187025876687,0,1,7|252|349|620|624
420,0.092126658434109207,-0.21722615821867644,0,1,27|62|345
421,-0.8373982238274621,-0.20940882703960811,0,1,95|103|331|499|850
422,-0.59440035219873522,0.3905305963195172,0,0,3|81|322|465|569|650|668|672
423,-1.4805365125650163,1.4011862750338961,0,0,30|50|56|870
424,-0.88813385373365239,0.1813142178614196,0,1,3|6|252|513|539|612|855
425,-0.35801668807442916,-0.91144362313729033,0,0,12|64|155|430
426,0.80358501937860161,0.82442706238497976,1,,3|7|183
427,1.7207698311659838,0.92115074639479222,1,,181|254|255|851
428,-1.38218151537704,0.65465952844778608,0,0,56|113|256
429,0.39282746825991893,0.74549890652498263,0,0,76|162|324|752|760
430,-1.0405439391575344,-0.27092813015780809,0,0,4|58|425
431,0.47469708846320197,-0.92898916713057955,0,1,7|138|226|555|681
432,-0.1310866506877266,-0.86819343064077981,0,1,3|18|319
433,-1.8309058258475304,-1.635463248457858,0,1,82|95|281|586|690
434,0.92829699156848433,0.23694861154594976,1,,6|33|210
435,-0.60500071280873102,-0.083448783226593617,0,0,21|33|58|732|808
436,-0.5339002383735546,-0.43998770452970876,0,1,9|95|369|559|677
437,-1.0697524112896899,-2.9556188243450698,0,0,5|13|312|784
438,-0.65428327668755548,-1.2473174696941689,0,0,80|371|403|753|755
439,0.42789044069491722,1.1208406514031668,1,,47|70|91|448
440,-0.18924434093640552,-0.66462600006313099,0,0,50|281|324|632|897
441,0.32866200228248105,0.36059167765684141,0,1,7|193|255|499|559|700|706|754|825
442,0.36192185392884368,-1.3906854299752562,0,1,5|305|306
443,1.3206616555281669,1.4387054823592311,0,1,69|70|250|550|738|842
444,-0.3427861508643793,-0.1440276600546764,0,1,69|253|374|586|843|902
445,-1.4768578168457318,0.29004039648353519,1,,7|247|274
446,1.067222416571983,2.3257797918816849,0,1,6|7|132|648|800|933
447,-0.33148817209725467,1.5164401005894037,0,1,65|147|255|573
448,1.1145924445773769,-0.30656562128705778,1,,193|410|439|988
449,0.38337711318247042,-0.59322018487035921,1,,17|37|230|477
450,-0.13113753020334493,-0.3255450115195318,0,0,88|123|206|593|701|784|841|863|987
451,0.34877589404629511,0.50989824847653564,0,1,12|49|71|505|681
452,1.9510125601262995,-0.10522413425087113,0,0,5|7|10|465
453,2.0769805290537531,-0.39524414500347166,1,,54|103|152|821|913|950
454,0.069381135132778701,1.4671812507090423,0,1,4|101|409|515|611
455,0.1601905933170753,-0.11420989177783689,0,0,1|91|371|983
456,1.0762401574663856,2.2995890930373193,1,,3|4|20|670|938
457,-0.84566103276734716,0.090742563752173017,1,,0|92|247|781|920
458,0.33307037261825512,1.7853183942247275,1,,61|160|404
459,-0.025862847953856401,0.35731942271062678,0,1,13|121|164
460,0.3139082114575536,0.96296057324944784,0,0,6|38|89|601|612|708|718
461,-0.83336880594940577,-0.72461105151772442,1,,6|56|80
462,-1.589567493308969,-0.85375922258741177,1,,136|156|188
463,-2.0729834359912918,0.45970595501498751,0,0,26|71|255|499|657|744|938|976
464,-1.1173841129896078,0.98855324246531517,0,0,12|311|346|618|990
465,-0.45867528493933302,0.040256502000462865,0,1,32|422|452|520|696|777
466,-0.29319158664876183,-1.2863933350836971,0,1,208|315|358
467,1.9372311624295169,-1.3602583662893271,0,0,5|44|306|558|598
468,1.1059933699072981,-1.4271364021862412,0,1,60|129|329
469,-0.96209111634162725,-1.767622112939381,0,0,76|305|337
470,0.34770845245095694,0.10948535944708751,1,,0|8|222|600
471,-0.40707823635032508,1.1250439217080253,0,1,11|20|47|484|704
472,-0.28436383804009513,-0.013415786924808768,0,0,76|81|190
473,0.18532564941538202,-2.2604147573378524,0,0,47|58|402|540
474,0.61917111697539329,-0.19076046033454871,0,1,113|224|410|753
475,-0.33925848388401536,-0.16279899663260711,0,0,117|312|323|615|813|886
476,1.0638515327343585,2.0959987502254394,0,0,70|219|296
477,-1.141938226142404,-1.4571379129195563,0,0,42|255|449|880
478,0.0063390623622684421,-0.39067760259919571,0,0,106|149|296
479,2.5976737265958323,1.7058526805445642,1,,76|85|158|594
480,0.22307974262527511,0.44997834134654807,0,0,31|107|312
481,1.4332145066061728,0.56331307351642468,1,,67|77|286
482,0.091520178173208178,0.11458443702387822,1,,0|77|220|503|599|676|703|710|928
483,0.58077709532979671,0.32994353865726456,1,,45|85|258|940
484,-0.056783194392691534,0.77760953027853597,0,1,48|326|471|652|766|823
485,-0.17040758116420443,-0.80948631889276634,0,0,3|8|66
486,-0.77948239672541964,0.87805857890819983,0,0,30|68|297|595|803|960|970
487,0.43030135895755323,-1.3730030168855392,0,0,43|91|382
488,-0.85153718918576793,0.32836797283153812,0,0,54|81|238|634|991
489,0.66558523631342914,0.17874096328632716,1,,6|7|113
490,1.08528700444591,-0.61629308819210793,0,0,85|92|291|577|647
491,0.36653140723722993,-0.022685275325646737,0,0,6|27|412
492,-0.28624873355569186,-0.62254015266555307,0,0,4|56|73
493,0.45396557930869608,-1.0717013268617444,0,0,12|230|397|667|848|926
494,-0.30867305554641261,-0.35361474161364437,0,0,12|108|273
495,0.93554712546514929,-1.1039886353716615,0,0,8|28|76|511|727
496,-1.8314060842151236,0.32279746409324811,0,0,76|253|382|724|859
497,-0.33560736811864622,-1.1500854941523635,0,1,14|34|394|773
498,-1.9908119951239978,0.71197702299105137,0,0,255|295|385
499,-1.495060830227205,-1.1814790679288201,0,0,421|441|463|550
500,1.3638622298139094,-0.56629491558100631,0,0,20|314|418
501,0.89518498197168594,-0.62460340821517901,1,,10|70|185
502,-0.71948023328479038,1.3251467288748389,0,0,16|22|189|771
503,-1.502503456040897,0.33028994561659186,0,0,213|234|482
504,-2.9645288378416512,-0.21173380254439425,0,0,5|126|242|683|697|852
505,-0.54349550793263457,0.49871944106972332,0,1,100|389|451|788
506,2.4204150122474024,-2.1071923473296881,0,0,50|99|276|728
507,0.43488427146364739,-0.043133589640907445,0,0,23|58|65
508,-0.5595722860494895,1.9975141778047627,1,,84|149|259|754
509,0.46508020950030626,0.13234650640267256,0,0,235|289|312|533|912|914
510,-1.5609583529944429,0.067913169169335499,0,1,7|215|255|712
511,-0.29732336269763543,0.54812837964219607,0,0,4|50|495
512,0.099477473015738491,0.89560524331434554,0,0,8|38|60|528|777|948
513,-0.086100651821048507,-1.9974666928898597,0,0,7|43|424
514,0.79080612169008058,-1.6823264817910268,0,0,26|36|58
515,0.34464522623605237,0.21029129108614655,0,0,87|188|454|878|991
516,0.66832601810799697,-0.7148765618975097,0,0,12|95|334|620|721|906
517,-0.68837228223075941,1.3120252622199142,0,0,134|285|304|916|967
518,0.89781540841054808,-0.31517438988522389,0,0,80|122|352
519,1.6289369476239914,-1.9345307357131178,0,1,78|198|238|683
520,-0.97014951965141261,-1.268013916843997,0,1,158|315|465|885|966
521,-0.88769565571455977,-2.7496760196305754,0,1,162|362|407|553|557|936|993|997
522,1.3357843363202329,-0.23412553728291255,0,0,3|61|213|925
523,-0.19134398669506028,-0.18838412726438336,0,1,152|153|272|636
524,1.403821392066557,-0.42446270978189776,1,,5|6|142|526
525,-0.44253571189218388,1.0788790390297387,0,0,96|139|208|710
526,1.4550455762707113,1.1985198365166936,0,1,15|200|524|845
527,0.13148581680545218,-0.17038842335611121,0,0,5|84|226
528,0.2582288233226952,-2.134693667476856,0,0,296|342|512
529,1.5647180216699044,0.61728158049225845,0,1,5|122|262|682
530,-0.36177047744417123,0.55536022850857547,0,0,45|94|366|555|623|696
531,-0.94112209592495832,0.30939157015694502,0,1,47|121|344|584
532,-0.44856420802835434,0.98147974930811577,1,,19|34|244|549|659
533,0.45233395064313869,-1.16482809646104,0,1,31|300|509
534,-1.5657590721805144,2.0087553861851388,1,,4|15|316|546|714|998
535,0.6374709026511215,-0.95942775314186801,0,0,41|88|216
536,-0.53877131761774322,0.74922292720085459,1,,1|247|382
537,1.1478126607335635,-1.6873476944133516,0,0,27|200|281
538,-2.3942603049004716,-0.93026468727005085,0,0,5|81|279
539,-0.7865657751041687,1.5163686467253361,0,0,97|224|424|674|764|785|847|881
540,-1.686468151234102,-0.26089982300084991,0,1,4|136|473|777
541,-0.82622946636395256,0.83992260513279793,0,0,26|34|51|585|811
542,0.24766590110894313,0.2369553887192461,0,0,4|10|314
543,-0.1792266254497549,-0.10495815600017268,0,0,56|191|360|571|870
544,-0.25337756894801494,1.3638503249326897,0,1,8|78|214|662|923|961|988
545,-0.15918487138006079,-0.23665882465190033,0,0,12|79|234
546,0.20338824061994343,-1.7807381075634705,1,,33|117|534|563|691|730|797|979
547,-1.0085360419431078,-0.80324009195170509,0,1,26|58|80
548,0.70684964089905078,0.55119172870169419,0,0,4|81|117
549,0.66266597038548392,0.39550910636250813,0,1,241|242|532|630|771
550,0.385037937656101,-1.5670582502354382,1,,103|443|499
551,0.55653344275126315,-0.72434251940820105,0,1,26|69|102
552,0.29641800080865949,-0.58172134920224661,0,0,20|137|177
553,2.0350733027310675,-0.36546959411422503,1,,4|6|521|770
554,-0.087094171052509897,-1.3759135886015514,1,,30|206|362
555,-0.30708321833457675,-0.62837110811947861,0,0,123|431|530|572
556,-0.75352758035737788,-0.72861048525952743,0,0,253|319|352|576|840|850
557,-1.0322626705778368,0.77153325976191933,0,0,387|398|521|706
558,-1.2444717876010754,0.80912131099024376,0,1,132|206|467|823
559,-0.88879731323091848,-0.14581045808881599,0,1,324|436|441
560,-0.070680381652071314,-0.39203979587073151,0,0,138|218|223|629|640|762
561,0.33429512849771448,0.1399243120391134,0,0,16|49|53
562,0.051142058552161786,-0.81657510745557493,0,0,33|237|304
563,-0.76553527742971295,-1.1468320821674409,0,1,190|209|546|731
564,0.90018456401996327,-0.94022120892571692,0,0,39|80|406|953
565,0.73941267230094754,-0.63481316397145671,1,,53|214|230
566,-0.15964830742201699,-1.1634737997922711,0,0,28|46|311|797
567,-0.65291614466471204,0.16205955906287475,0,0,41|198|254|899
568,0.54842792082979952,0.72971567378370839,1,,12|64|250|599
569,0.18797358748610446,-1.5870983007982418,0,0,240|408|422
570,-1.4481272594150476,0.025128711216033349,0,0,95|100|318|615|855
571,-0.067980255984404894,-0.21993579526633558,0,0,23|71|543|746|789|910
572,0.26203581207438104,0.34150868553680291,1,,1|296|555
573,-0.89969478648775381,-0.012938768103588062,0,0,22|131|447|759|828
574,0.189843392837443,-1.4535992799316308,1,,31|64|327|577|796
575,-1.4548224852577891,-1.2623892988571654,0,0,6|10|105|647
576,1.3361861000121709,0.029423575584972723,1,,73|310|556|877
577,1.2479499850594318,1.0287809197455093,0,1,78|490|574
578,-0.25251733430296475,-2.2141873710430029,1,,60|69|126
579,0.36345433783907316,0.34572657980157995,0,0,29|97|120
580,-2.4099219657998749,1.1896220052876432,0,0,297|301|302
581,-1.1563476602653329,-0.15302587620621311,0,0,349|359|360
582,-0.29377892015212981,0.55020249602644078,0,1,7|150|257|698
583,-1.0721330214268592,-0.70306908089780218,0,0,7|43|48
584,0.7143964826306588,-0.11936619927687682,0,1,233|358|531|702
585,1.997296530747994,-1.6209135183081516,0,0,38|42|541
586,-1.176614719429302,-2.3443433084188738,0,1,7|433|444|840
587,-0.83746340408519271,0.9427658012252752,1,,47|67|81
588,0.23544836830993032,-0.98499492772444186,0,0,208|266|383
589,1.6111161484996208,-0.45552784500343052,0,0,26|34|196
590,-1.2223743125399031,-1.3864422532701932,0,0,12|29|358|699|956
591,0.24903612230694197,-1.4099697030838758,0,1,58|105|230
592,1.8212988508131087,-0.17383770009461635,0,0,3|99|400|992
593,-1.6517591481792673,-0.72957719413564648,0,0,214|241|450|735
594,-1.281069206845832,0.37797099799469847,0,0,270|371|479
595,-0.42360660646083825,0.45253841897959191,0,0,18|204|486
596,-0.52058841285541102,0.32084964632460716,0,0,60|128|384|705
597,0.8126012877536446,0.23860079092844369,0,1,161|191|306
598,0.24165971982083806,1.5777682049318862,1,,19|54|467|631
599,-1.7749620596421283,-1.067593769044886,0,0,6|482|568|633|695|986
600,0.51541040290081086,-0.054934866202917751,1,,23|208|470
601,-0.57753888735565051,1.1326898205195888,0,0,66|69|460
602,1.2744472169412391,1.2645398093380364,1,,96|112|136
603,-0.62758753643691967,-1.4217636493445729,0,0,7|213|250
604,-0.6366152831022357,-0.31235544165586993,1,,14|16|195
605,0.54113161080453143,1.3581210958672605,1,,120|200|334
606,0.76292648233693661,0.5080791051990653,0,1,96|108|157|641|728|814
607,0.44809936393620359,0.19526303147977275,1,,29|55|204
608,-1.6855973173848082,-0.21768469343465674,0,0,4|51|349
609,0.53803443992825106,-0.38380092570774543,0,1,5|95|131
610,-1.034308051674399,0.28821906309032419,1,,58|108|208|721
611,0.2352761115882635,-0.25237412498448336,0,0,28|232|454|702
612,-1.4237344353990602,-0.042578621044444181,0,0,200|424|460|845|858|891
613,0.44632214754306365,0.078598706115037373,0,0,22|156|410
614,-0.80659890430737258,-0.67807152849349916,0,0,7|37|113
615,-1.2826346502605217,0.53212937388143833,0,0,262|475|570
616,0.7138201364823995,2.9142446484154196,0,0,16|123|324|757
617,0.24164452167675129,-1.7769866393260751,0,1,32|76|301|775
618,-0.61397680139289712,0.32401252418997989,0,0,113|251|464
619,1.4511788490210642,-0.76019008861890558,0,0,0|77|108
620,-0.44065242156974244,0.57740257751924995,0,0,197|419|516|664
621,0.032107673970934662,0.046557473327860921,1,,26|81|132
622,0.26891344767860093,0.76185477404246349,0,0,102|162|367
623,-0.61966593412861359,1.1755065765087795,0,0,34|279|530
624,0.47113629339992935,0.19242111776818133,0,1,131|157|419|640
625,-0.53345234716472445,1.1320522884141782,0,0,4|106|208|948|973
626,-0.41163832221620922,-2.3442978937886774,0,0,22|46|303|782|868
627,1.3626426398033411,1.5904522979160232,0,0,4|7|296|688
628,-1.0405860525124331,0.3750621518923401,0,0,122|263|281
629,-2.4127803309294902,1.0778433557451819,0,0,113|288|560|837|962
630,1.6109369950118944,-1.2198757448415216,0,1,38|415|549|802
631,2.549327952607003,-0.83076988160533571,0,1,13|173|598|886
632,-0.40526926544933184,0.14593829414477413,0,0,38|59|440
633,-1.9368380406201853,-0.017037889337463016,0,0,151|381|599
634,-0.31048397619594376,0.28306858800998957,0,1,49|302|488
635,-0.28622294984066921,1.0845151609299661,1,,8|115|233
636,-0.18992384102225704,-1.7652203153028492,0,0,10|197|523
637,-1.1133880419218483,0.97381907171730908,0,0,3|45|309
638,0.57956114247647739,0.0082819099579270177,0,1,81|103|255
639,0.52450737528608615,-0.20378186112454774,0,0,65|301|318|756|925
640,-1.4944056198193065,-1.4711152343848903,0,0,154|560|624
641,0.69919673169488783,0.50304866837686502,0,0,241|310|606
642,2.052684981945891,-2.4141078510310372,0,1,4|91|103
643,0.17196033243705985,0.64839401123871265,0,0,6|273|345
644,-0.33732516206850605,-1.4921058354729919,0,0,4|163|266|657
645,-0.14200321440752131,0.053457912617474034,1,,43|58|258|767|856
646,0.61525676696856124,-0.11916883732792043,0,1,16|220|255|798
647,-1.7306716055072182,1.1695381472938837,1,,70|490|575|821|875
648,0.16439070297730224,-0.17865516901389017,1,,56|231|446
649,-0.3904639494628101,-0.69413856114566563,1,,3|96|102|782|907
650,1.8478250129560454,-0.506602695971203,0,0,113|198|422|790
651,-0.17417273380495787,1.2728827687546636,1,,95|106|325
652,1.6678876111195198,0.53629696918089365,0,0,97|162|484|967
653,-1.1037406977820072,-0.3856299815231613,0,0,56|74|157|673
654,0.58725916680279222,-0.23644641996451343,1,,6|9|132|824|843
655,0.31940026379122882,-1.567177090585447,0,1,12|15|177|854
656,-0.86904724786478238,0.388474200851541,0,0,9|131|377|730|922
657,0.17739611463694044,-1.7598157076954657,0,0,418|463|644|919
658,1.2125188368316004,0.75179646583545612,1,,66|78|291|792
659,-0.3237917042866007,0.12862159249126584,0,0,45|199|532
660,-1.6919626491697632,2.3869517995739225,0,0,5|35|208
661,-0.017562826477445909,-1.1001355537243058,1,,70|165|289
662,-0.90242309479251259,-0.10266209104063294,0,0,64|113|544|950
663,-0.34234093866388238,1.7982877009230627,0,0,45|78|327
664,-0.081587769685120978,1.1913896402914144,0,1,5|12|620
665,-1.7056522160155172,-0.69621205157989974,1,,3|6|368
666,-1.615658339320678,0.22396742837344774,0,0,13|354|395
667,0.48206683552552526,0.0019993564150872331,0,1,29|201|493
668,-0.52271869616968036,0.28195586739415718,0,1,0|88|422
669,-2.5647443418205671,-0.69868043598482976,0,0,68|243|392|941
670,0.78484403660813506,-0.089320402700734519,0,1,130|206|456|807
671,0.27236975527423984,-1.5980523752767137,0,0,54|164|199|787
672,-0.71387482403648395,0.13512345186808206,1,,6|41|422|677|939|990
673,-1.3168302110582415,0.45002067342183205,0,1,56|238|653|719
674,0.83580789631433716,-0.22741941264388399,0,0,230|349|539
675,0.34935062256042959,-1.6150508905847878,0,0,16|229|269
676,2.3826022826840734,0.98853186285146244,1,,32|323|482
677,0.42018859872493736,0.36452503799280228,0,0,12|436|672|727
678,0.38770314126201483,-0.72601509770097683,0,0,43|105|257|767
679,-0.16692793010856513,-0.28060044683806395,0,0,8|34|246|903
680,0.81677586720079098,-1.5006694027818388,0,1,0|9|167
681,0.6250852012481537,-1.0254101277779044,0,1,213|431|451|928
682,1.251725008565195,-0.53781134635713945,0,0,73|316|529|747
683,-0.52132291863728475,1.2284208122801512,0,1,229|504|519|762
684,-0.43540747294396231,-0.63950339088747565,1,,0|5|243|937|975
685,-0.47910317091198013,0.64021365932875873,0,1,33|206|375|780
686,0.79080172117898917,-0.53831620286157977,0,1,28|45|377|984
687,1.4983744402967321,0.24794756085187486,0,0,0|81|251
688,-0.45884049314930064,-0.14139550214380217,0,0,10|403|627|955
689,-0.42477372779309125,0.87305660009274344,0,1,62|115|229|735
690,0.31407722386979919,-0.53481133821855786,0,1,10|183|433|895
691,-0.24576150001290142,-1.5725282500024409,0,0,102|348|546
692,0.95205365313988999,-1.3819490313636327,0,0,52|263|393
693,-2.2517772906190467,-0.53187749394275741,0,0,4|12|85
694,-0.82670504691689461,-1.2490599706780527,0,0,56|172|389
695,-0.78241633396144583,0.41021201567955129,0,0,7|241|599|786
696,-2.3203560123861449,-0.46576816485807782,0,0,32|465|530
697,-0.96363844436880408,2.3746065500264315,0,1,167|316|504|725
698,-0.91515611584592615,-1.737714595137132,0,0,115|314|582|786
699,-0.20110465451883033,0.20363317870980122,0,0,110|175|590|866
700,1.1129658916602636,-1.127953023505669,0,0,12|19|441
701,-0.24506065119070236,-0.49340134038267858,0,0,10|406|450
702,-1.0308137202711538,0.14141947334054417,0,1,103|584|611
703,-0.056954541213528984,-2.3253713748742868,0,0,131|230|482|707|867
704,1.0491736214413494,0.23682611678802748,0,0,22|60|471
705,-0.97595881611490487,1.9029074622741677,0,0,3|377|596|762
706,-0.91057488392144859,-0.45343829836859284,0,0,101|441|557|783|841
707,0.55854895927422343,0.2598078568055095,1,,23|45|703
708,-0.22153611573080054,1.0249216931253993,0,0,50|197|460
709,0.64748469070947434,-0.16395350002699655,1,,42|77|94|716
710,-0.013646791795296761,-0.58096018853148323,0,0,394|482|525
711,0.70166364808956705,-2.2757364037217522,1,,12|76|199
712,-1.0350781140406409,0.64099071939497332,0,0,131|235|510
713,-0.01208465078826744,-0.11316840972889723,0,1,107|190|242
714,-0.21069001436315682,-1.0126838513881617,0,0,3|383|534|899
715,-1.2158909241041307,0.12659671027769356,0,1,5|157|343
716,-1.5634779478686884,-0.58368035680618136,1,,5|94|709
717,0.6857490352746618,-0.52842613111552561,0,0,47|163|199
